,ID,Path,Asset,Name,Description,Type,Value Unit Of Measure,Datasource Name,Archived,Source Value Unit Of Measure,Datasource ID,Sync Token,Number Format,Enabled,Key Unit Of Measure,Cache ID,Datasource Class,Cache Enabled,Data ID,Interpolation Method,Unsearchable,Source Maximum Interpolation,Maximum Interpolation,size,Line Width,Override Maximum Interpolation,Lane,UIConfig,Formula,Formula Parameters,Maximum Duration,Metadata Properties,String Format
13,4E3AF5F7-582B-4802-B249-EEF7427BD5AC,Example >> Cooling Tower 1,Area G,Wet Bulb,,StoredSignal,°F,Example Data,False,°F,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,37982C17-2C72-45EA-9CF8-0B1E87ACDC7C,Time Series CSV Files,False,Area G_Wet Bulb.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
14,4E9416E8-9C75-426A-8E0A-4D07432CAC5D,Example >> Cooling Tower 1,Area A,Relative Humidity,,StoredSignal,%,Example Data,False,%,Example Data,2023-02-14T14:23:22.157733130Z,,False,ns,081D8CC2-D0BF-4B41-AADE-F9B20F07F377,Time Series CSV Files,False,Area A_Relative Humidity.sim.ts.csv,Linear,False,2min,2min,,1.0,2min,4.0,,,,,,
15,59F81E1C-4677-457A-956C-B845A359CCD5,Example >> Cooling Tower 1,Area J,Wet Bulb,,StoredSignal,°F,Example Data,False,°F,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,9D9AF52B-EF47-4536-829B-F0C66580285C,Time Series CSV Files,False,Area J_Wet Bulb.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
16,5D7812F8-B792-4BE8-8B9B-F2B4018BE9E1,Example >> Cooling Tower 1,Area C,Wet Bulb,,StoredSignal,°F,Example Data,False,°F,Example Data,2023-02-14T14:23:22.157733130Z,auto,False,ns,0653001A-9824-4D65-B1B4-BDA707AE7F5B,Time Series CSV Files,False,Area C_Wet Bulb.sim.ts.csv,Linear,False,2min,2min,,1.0,,2.0,,,,,,
17,5F3DC392-A8D2-4C6E-990C-AA1F7C38C0E6,Example >> Cooling Tower 1,Area C,Compressor Power,,StoredSignal,kW,Example Data,False,kW,Example Data,2023-02-14T14:23:22.157733130Z,"#,##0.0",False,ns,EBC8FE5D-852D-46EB-A176-38BF63C38AC8,Time Series CSV Files,False,Area C_Compressor Power.sim.ts.csv,Linear,False,2min,2min,,1.0,,1.0,,,,,,
18,62E6F850-E523-408D-AD10-0C87E65F996B,Example >> Cooling Tower 1,Area A,Optimizer,,StoredSignal,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,auto,False,ns,EC05E6CF-73CC-4CF4-A68F-92EFAF17DDCB,Time Series CSV Files,True,Area A_Optimizer.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
19,6767431E-0B1E-406C-A74B-4CCC1C0CA0E9,Example >> Cooling Tower 1,Area G,Compressor Stage,,StoredSignal,string,Example Data,False,string,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,A697FFAF-CF7D-4578-BB89-8C24BA5ED494,Time Series CSV Files,False,Area G_Compressor Stage.sim.ts.csv,Step,False,2min,2min,,,,,,,,,,
20,6793CA09-6BDD-4307-9810-534B815F8519,Example >> Cooling Tower 1,Area H,Temperature,,StoredSignal,°F,Example Data,False,°F,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,24F37F2F-4D8A-4DF8-B89D-47990AA36847,Time Series CSV Files,True,Area H_Temperature.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
21,6BCBBB90-AE59-4223-9E84-7A1059E71067,Example >> Cooling Tower 1,Area B,Relative Humidity,,StoredSignal,%,Example Data,False,%,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,149B46EF-DC17-4303-9C8D-F70C41F76A4F,Time Series CSV Files,False,Area B_Relative Humidity.sim.ts.csv,Linear,False,2min,40h,,,40h,,,,,,,
22,6E448462-851F-40D9-BDC3-54232E5A50F1,Example >> Cooling Tower 1,Area H,Optimizer,,StoredSignal,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,62F08179-56A1-47EC-BA8B-2C397B7898C2,Time Series CSV Files,False,Area H_Optimizer.sim.ts.csv,Linear,False,10082min,10082min,,,,,,,,,,
23,6E92DEC0-770F-4748-9EFC-52F6C0F2E9AE,Example >> Cooling Tower 1,Area G,Compressor Power,,StoredSignal,kW,Example Data,False,kW,Example Data,2023-02-14T14:23:22.157733130Z,"#,##0.0",True,ns,49C7DFDB-7383-4D0D-BD8E-032D487918B6,Time Series CSV Files,False,Area G_Compressor Power.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
24,77A0C597-6A5C-4DCB-819D-E8961C80FC1E,Example >> Cooling Tower 1,Area H,Compressor Power,,StoredSignal,kW,Example Data,False,kW,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,165822A6-E8FE-41D6-B66E-547A69EAB313,Time Series CSV Files,False,Area H_Compressor Power.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
25,7A30F88B-654D-4246-B9DD-7748DD62A54D,Example >> Cooling Tower 1,Area I,Compressor Stage,,StoredSignal,string,Example Data,False,string,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,4AC296C8-E381-40E3-952E-07BA12A9F1D5,Time Series CSV Files,False,Area I_Compressor Stage.sim.ts.csv,Step,False,2min,2min,,,,,,,,,,
26,807F99A8-C863-4176-BA33-ED84BB1759D5,Example >> Cooling Tower 1,Area H,Area H,,Asset,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,True,,,Time Series CSV Files,False,root/Cooling Tower 1/Area H,,False,,,0.7,,,,,,,,,
27,8806DB60-D006-4166-BCA8-EBF7E1C1FC53,Example >> Cooling Tower 1,Area H,Relative Humidity,,StoredSignal,%,Example Data,False,%,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,BFA0805A-B123-49C9-BF1D-16B6891BA9FA,Time Series CSV Files,False,Area H_Relative Humidity.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
28,9196EB15-5590-444A-9AC1-6A4AAFA90E56,Example >> Cooling Tower 1,Area I,Wet Bulb,,StoredSignal,°F,Example Data,False,°F,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,EB193CB8-2629-4783-89EA-6252010DAA2D,Time Series CSV Files,False,Area I_Wet Bulb.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
29,979F78FC-288F-4BBE-9534-A672C2760C1E,Example >> Cooling Tower 1,Area J,Area J,,Asset,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,True,,,Time Series CSV Files,False,root/Cooling Tower 1/Area J,,False,,,0.7,,,,,,,,,
30,991AC6B9-E28F-4509-8987-820114772859,Example >> Cooling Tower 1,Area B,Wet Bulb,,StoredSignal,°F,Example Data,False,°F,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,F940E49B-F174-4F65-B4EC-9C20ECF533E3,Time Series CSV Files,False,Area B_Wet Bulb.sim.ts.csv,Linear,False,2min,40h,,,40h,,,,,,,
31,9A7CC8BD-BE77-4A15-AD8C-0E866BE2622C,Example,Cooling Tower 1,Tower 1 Power Production,,CalculatedSignal,MW,Seeq Calculations,False,,Seeq Calculations,,auto,True,ns,1F02F392-76A5-4FE5-AB04-8ADA6C0A5E5C,Seeq Calculations,True,9A7CC8BD-BE77-4A15-AD8C-0E866BE2622C,Linear,False,,2,,,,,"{""type"":""formula"",""advancedParametersCollapsed"":true,""configVersion"":8,""helpShown"":true}","(add(add($Towers_0_Areas_0_Powers_0),add($Towers_0_Areas_1_Powers_0),add($Towers_0_Areas_2_Powers_0))).setUnits(""MW"")","['Towers_0_Areas_2_Powers_0=5F3DC392-A8D2-4C6E-990C-AA1F7C38C0E6', 'Towers_0_Areas_1_Powers_0=EAA27B02-721C-461E-B7D3-CC943736E559', 'Towers_0_Areas_0_Powers_0=30FAD631-FE7D-4768-9BE7-5A44B021B161']",,,
32,9B7F25F6-6BF5-458C-899E-CE8F4922DDF9,Example >> Cooling Tower 1,Area J,Optimizer,,StoredSignal,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,5F4E911B-CECF-4807-950A-AF009319F1C9,Time Series CSV Files,False,Area J_Optimizer.sim.ts.csv,Linear,False,10082min,10082min,,,,,,,,,,
33,9E1EB899-8A2E-48EA-A1B1-405E560AB665,Example >> Cooling Tower 1,Area J,Relative Humidity,,StoredSignal,%,Example Data,False,%,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,DA9993B3-3166-4DF9-8DF8-40A46BE6856E,Time Series CSV Files,False,Area J_Relative Humidity.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
34,A6A2CFF8-3B86-47D3-9D52-D189477EB610,Example >> Cooling Tower 1,Area B,Optimizer,,StoredSignal,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,C5567EEE-BC2D-4DF6-8397-9453C2E5F967,Time Series CSV Files,False,Area B_Optimizer.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
35,AA1E42AE-90BD-4CF7-9449-F8CC81625E8F,Example >> Cooling Tower 1,Area B,Area B,,Asset,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,True,,,Time Series CSV Files,False,root/Cooling Tower 1/Area B,,False,,,,,,,,,,,,
36,B59874BC-BC2F-4F2F-990A-909857BDC28B,Example >> Cooling Tower 1,Area H,Compressor Stage,,StoredSignal,string,Example Data,False,string,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,7A8137FF-5C61-4A58-9E34-9471554B9392,Time Series CSV Files,False,Area H_Compressor Stage.sim.ts.csv,Step,False,2min,2min,,,,,,,,,,
37,BB9F87CC-9700-4A5B-BB7A-4B4E45382AF8,Example >> Cooling Tower 1,Area B,TestCondition,,CalculatedCondition,,Seeq Calculations,False,,Seeq Calculations,,,True,ns,958A3EB8-89A4-4EFA-BA9D-27516911A536,Seeq Calculations,True,BB9F87CC-9700-4A5B-BB7A-4B4E45382AF8,,False,,,,,,,,"$c1=$FV09.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', 'Wash')
$c2= $FV10.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', 'Elution')
$c3=$FV11.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', 'Strip')
$c4=$FV12.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', '2nd Pass')
$c5= $FV13.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', 'Loopback')
$c6=$FV14.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', 'Drain')
$c1.combineWith($c2).combineWith($c3).combineWith($c4).combineWith($c5).combineWith($c6)","['FV09=F8E053D1-A4D5-4671-9969-1D5D7D4F27DD', 'FV14=FD1FC5BF-CD95-4394-BC31-D3ED458CD2CB', 'FV11=12C0AA11-C986-4496-8467-1D66EE3E0719', 'FV13=1994DF72-E589-400A-93F8-3DEA2E706F4D', 'FV12=6793CA09-6BDD-4307-9810-534B815F8519', 'FV10=DC9A32B3-CC19-4C24-8158-3B368CD56CFB']",1.0,Stage=string,
38,BE90884E-E9E1-4C2A-B428-992E26F5285C,Example >> Cooling Tower 1,Area G,Relative Humidity,,StoredSignal,%,Example Data,False,%,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,361ADC3E-4D3B-401E-8DEB-95084B89FED6,Time Series CSV Files,False,Area G_Relative Humidity.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
39,C389CFAD-196A-4CA0-812B-549136050B57,Example >> Cooling Tower 1,Area B,TestSignal,,CalculatedSignal,°F,Seeq Calculations,False,,Seeq Calculations,,,True,ns,0DB22D5E-F4D0-4028-A614-5A090786D503,Seeq Calculations,True,C389CFAD-196A-4CA0-812B-549136050B57,Linear,False,,3,,,,,"{""type"":""power-search"",""advancedParametersCollapsed"":true}","$c1=$FV09.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', 'Wash')
$c2= $FV10.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', 'Elution')
$c3=$FV11.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', 'Strip')
$c4=$FV12.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', '2nd Pass')
$c5= $FV13.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', 'Loopback')
$c6=$FV14.validValues().valueSearch(1day, isLessThan(80), 2min, isGreaterThan(80), 2min).setProperty('Stage', 'Drain')
$c2.toSamples( $cap -> Sample($cap.startKey(), $FV10.max($cap).value() ), 3d )+5","['FV10=DC9A32B3-CC19-4C24-8158-3B368CD56CFB', 'FV11=12C0AA11-C986-4496-8467-1D66EE3E0719', 'FV09=F8E053D1-A4D5-4671-9969-1D5D7D4F27DD', 'FV12=6793CA09-6BDD-4307-9810-534B815F8519', 'FV13=1994DF72-E589-400A-93F8-3DEA2E706F4D', 'FV14=FD1FC5BF-CD95-4394-BC31-D3ED458CD2CB']",,,
40,C44DF483-C7F7-4AB2-8753-C2FB89975063,Example >> Cooling Tower 1,Area K,Optimizer,,StoredSignal,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,auto,True,ns,C00166F8-BB71-45CE-AF93-E8CA08E8465D,Time Series CSV Files,False,Area K_Optimizer.sim.ts.csv,Linear,False,61922min,60d,,,60days,,,,,,,
41,C81F2E04-A76E-4842-A0A9-310ECC2E877A,Example >> Cooling Tower 1,Area A,Compressor Stage,PCompressor.PV,StoredSignal,string,Example Data,False,string,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,14398BC7-283F-4C02-8F92-963092875D7B,Time Series CSV Files,False,Area A_Compressor Stage.sim.ts.csv,Step,False,2min,2min,,,2min,,,,,,,0...5
42,CA5D4857-4962-4559-9A60-2A5660310FB9,Example >> Cooling Tower 1,Area I,Optimizer,,StoredSignal,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,9E4E8A8B-374A-470E-A570-E6EBB3716BEF,Time Series CSV Files,False,Area I_Optimizer.sim.ts.csv,Linear,False,10082min,10082min,,,,,,,,,,
43,CD732D0B-C3BA-496F-B69E-55543944B5F1,Example >> Cooling Tower 1,Area A,Wet Bulb,,StoredSignal,°F,Example Data,False,°F,Example Data,2023-06-17T03:26:00.964250731Z,auto,False,ns,C098DD31-4625-4907-A313-1B46A00295BB,Time Series CSV Files,True,Area A_Wet Bulb.sim.ts.csv,Linear,False,2min,2min,,1.0,,2.0,,,,,,
44,D0F50897-E3B8-474F-B692-6ECA6DD7CA5B,Example >> Cooling Tower 1,Area I,Compressor Power,,StoredSignal,kW,Example Data,False,kW,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,3C2B23F4-8B14-4AB9-AF73-6642AF449546,Time Series CSV Files,False,Area I_Compressor Power.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
45,DC9A32B3-CC19-4C24-8158-3B368CD56CFB,Example >> Cooling Tower 1,Area B,Temperature,Reactor Temperature,StoredSignal,°F,Example Data,False,°F,Example Data,2023-02-14T14:23:22.157733130Z,auto,True,ns,BBC6B072-2C76-4368-923D-58F1ECA59E77,Time Series CSV Files,False,Area B_Temperature.sim.ts.csv,Linear,False,2min,20h,,,20h,,,,,,,
46,E34B28D3-1058-41F0-8006-A05BCA9DF0D7,Example >> Cooling Tower 1,Area C,Area C,,Asset,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,True,,,Time Series CSV Files,False,root/Cooling Tower 1/Area C,,False,,,,,,,,,,,,
47,E511C01B-050A-4524-8E54-69BA44FD4AF1,Example >> Cooling Tower 1,Area K,Relative Humidity,,StoredSignal,%,Example Data,False,%,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,680611A4-9FED-4912-981E-FE77D07B6F93,Time Series CSV Files,False,Area K_Relative Humidity.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
48,E6B8041A-1A9B-47C0-9258-682EF88DDEED,Example >> Cooling Tower 1,Area J,Compressor Power,,StoredSignal,kW,Example Data,False,kW,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,0876E08B-BEBB-42EF-9FBC-ED303E008ACB,Time Series CSV Files,False,Area J_Compressor Power.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
49,EAA27B02-721C-461E-B7D3-CC943736E559,Example >> Cooling Tower 1,Area B,Compressor Power,,StoredSignal,kW,Example Data,False,kW,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,211BB297-CFC4-40AA-9932-E5F4B720BEAE,Time Series CSV Files,False,Area B_Compressor Power.sim.ts.csv,Linear,False,2min,40h,,,40h,,,,,,,
50,EF6CF484-63D4-43B1-98D7-53E2F41E6B93,Example >> Cooling Tower 1,Area K,Compressor Stage,,StoredSignal,string,Example Data,False,string,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,94AAB77E-9BFC-4E0B-B678-58085A2BB66E,Time Series CSV Files,False,Area K_Compressor Stage.sim.ts.csv,Step,False,2min,2min,,,,,,,,,,
51,F1A61665-CA43-4F61-B750-DC4AB0BB8B1F,Example >> Cooling Tower 1,Area C,Optimizer,,StoredSignal,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,False,ns,00D30156-DFA2-4610-9171-F54AFF9F9B21,Time Series CSV Files,False,Area C_Optimizer.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
52,F3CAB829-AE60-416A-B279-B1A81262CDE4,Example >> Cooling Tower 1,Area B,Compressor Stage,,StoredSignal,string,Example Data,False,string,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,2204AFAD-2C11-4C73-AAB0-BB3EB0B0478E,Time Series CSV Files,False,Area B_Compressor Stage.sim.ts.csv,Step,False,2min,2min,,,,,,,,,,
53,F56CCAB0-19F2-49BE-B14B-27190A2CD0DF,Example >> Cooling Tower 1,Area G,Area G,,Asset,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,True,,,Time Series CSV Files,False,root/Cooling Tower 1/Area G,,False,,,0.7,,,,,,,,,
54,F75732D0-A2D9-4F17-8E26-FB6FB30F0450,Example >> Cooling Tower 1,Area K,Compressor Power,,StoredSignal,kW,Example Data,False,kW,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,AFFD25E2-1772-4F83-88B0-75A32DE66434,Time Series CSV Files,False,Area K_Compressor Power.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
55,F8A2E1E6-9290-4812-9A1F-B4E29F7583D9,Example >> Cooling Tower 1,Area C,Compressor Stage,,StoredSignal,string,Example Data,False,string,Example Data,2023-02-14T14:23:22.157733130Z,,False,ns,429CD92C-7A12-4E97-9278-B6B3136B8337,Time Series CSV Files,False,Area C_Compressor Stage.sim.ts.csv,Step,False,2min,2min,,,,,,,,,,
56,F8E053D1-A4D5-4671-9969-1D5D7D4F27DD,Example >> Cooling Tower 1,Area A,Temperature,Furnace Temperature,StoredSignal,°F,Example Data,False,°F,Example Data,2023-02-14T14:23:22.157733130Z,,False,ns,46D9063F-D7ED-44AB-8E3E-955F118C2F70,Time Series CSV Files,True,Area A_Temperature.sim.ts.csv,Linear,False,2min,2min,,1.0,2min,3.0,,,,,,
57,FD1FC5BF-CD95-4394-BC31-D3ED458CD2CB,Example >> Cooling Tower 1,Area K,Temperature,,StoredSignal,°F,Example Data,False,°F,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,22F515D1-24FF-466F-B745-0FF761CA65E7,Time Series CSV Files,False,Area K_Temperature.sim.ts.csv,Linear,False,2min,2min,,,,,,,,,,
58,FF12FA37-29B8-4B73-8E78-72AC1CDEE2BA,Example >> Cooling Tower 1,Area J,Compressor Stage,,StoredSignal,string,Example Data,False,string,Example Data,2023-02-14T14:23:22.157733130Z,,True,ns,B51185C3-07A6-4B4A-AE4E-63E86F820EDE,Time Series CSV Files,False,Area J_Compressor Stage.sim.ts.csv,Step,False,2min,2min,,,,,,,,,,
0,2D048792-9E40-4069-85F3-E88930688D78,Example,Cooling Tower 1,Cooling Tower 1,,Asset,,Example Data,False,,Example Data,2023-02-14T14:23:22.157733130Z,,True,,,Time Series CSV Files,False,root/Cooling Tower 1,,False,,,,,,,,,,,,
